,city_fixed,address_fixed,full_2,full_3
24139,Київ ДНЗ №659,Київ пров. Сільськогосподарський 4 А  ,м.Київ Голосіївський пров. Сільськогосподарський  4 А  ,Голосіївський пров. Сільськогосподарський  4 А  
24140,Київ ДНЗ №667,Київ вул. Дмитра Луценка 13 Б  ,м.Київ Голосіївський вул. Дмитра Луценка  13 Б  ,Голосіївський вул. Дмитра Луценка  13 Б  
24141,Київ ДНЗ №717,Київ вул. Віктора Забіли 9  ,м.Київ Голосіївський вул. Віктора Забіли  9  ,Голосіївський вул. Віктора Забіли  9  
24142,Київ ДНЗ №725,Київ вул. Кримська 1  ,м.Київ Голосіївський вул. Кримська  1  ,Голосіївський вул. Кримська  1  
24143,Київ ДНЗ №726,Київ вул. Теремківська 9  ,м.Київ Голосіївський вул. Теремківська  9  ,Голосіївський вул. Теремківська  9  
24144,Київ ДНЗ №739,Київ вул. Володимирська 77  ,м.Київ Голосіївський вул. Володимирська  77  ,Голосіївський вул. Володимирська  77  
24145,Київ ДНЗ №764,Київ вул. Антоновича 168  ,м.Київ Голосіївський вул. Антоновича  168  ,Голосіївський вул. Антоновича  168  
24146,Київ ДНЗ №7908,Київ вул. Академіка Заболотного 70А  ,м.Київ Голосіївський вул. Академіка Заболотного  70А  ,Голосіївський вул. Академіка Заболотного  70А  
24147,Київ ДНЗ №5,Київ вул. Срібнокільська 4а  ,м.Київ Дарницький вул. Срібнокільська  4а  ,Дарницький вул. Срібнокільська  4а  
24148,Київ ДНЗ №7,Київ пр-т Петра Григоренка 21 А  ,м.Київ Дарницький пр-т Петра Григоренка  21 А  ,Дарницький пр-т Петра Григоренка  21 А  
24149,Київ ДНЗ №20,Київ вул. Олександра Кошиця 5г  ,м.Київ Дарницький вул. Олександра Кошиця  5г  ,Дарницький вул. Олександра Кошиця  5г  
24150,Київ ДНЗ №59,Київ ал. проспект М.Бажана 7а  ,м.Київ Дарницький ал. проспект М.Бажана  7а  ,Дарницький ал. проспект М.Бажана  7а  
24151,Київ ДНЗ №89,Київ вул. Княжий затон 17г  ,м.Київ Дарницький вул. Княжий затон  17г  ,Дарницький вул. Княжий затон  17г  
24152,Київ ДНЗ №99,Київ пров. Поліський 5/1  ,м.Київ Дарницький пров. Поліський  5/1  ,Дарницький пров. Поліський  5/1  
24153,Київ ДНЗ №113,Київ вул. Здолбунівська 3 - Б  ,м.Київ Дарницький вул. Здолбунівська  3 - Б  ,Дарницький вул. Здолбунівська  3 - Б  
24154,Київ ДНЗ №126,Київ пр-т Микола Бажана 6 б ,м.Київ м.Київ пр-т Микола Бажана  6  б,м.Київ пр-т Микола Бажана  6  б
24155,Київ ДНЗ №132,Київ вул. Бориса Гмирі 3А  ,м.Київ Дарницький вул. Бориса Гмирі  3А  ,Дарницький вул. Бориса Гмирі  3А  
24156,Київ ДНЗ №138,Київ вул. Ревуцького 7 Б  ,м.Київ Дарницький вул. Ревуцького  7 Б  ,Дарницький вул. Ревуцького  7 Б  
24157,Київ ДНЗ №147,Київ вул. Олійника 6  ,м.Київ Дарницький вул. Олійника  6  ,Дарницький вул. Олійника  6  
24158,Київ ДНЗ №148,Київ вул. Вереснева 5а  ,м.Київ Дарницький вул. Вереснева  5а  ,Дарницький вул. Вереснева  5а  
24159,Київ ДНЗ №149,Київ ал. Вишняківська 12 - Б  ,м.Київ Дарницький ал. Вишняківська  12 - Б  ,Дарницький ал. Вишняківська  12 - Б  
24160,Київ ДНЗ №201,Київ вул. А. Ахматової 2 б  ,м.Київ Дарницький вул. А. Ахматової  2 б  ,Дарницький вул. А. Ахматової  2 б  
24161,Київ ДНЗ №240,Київ вул. Тростянецька 8-Г  ,м.Київ Дарницький вул. Тростянецька  8-Г  ,Дарницький вул. Тростянецька  8-Г  
24162,Київ ДНЗ №248,Київ вул. Тростянецька 8-А  ,м.Київ Дарницький вул. Тростянецька  8-А  ,Дарницький вул. Тростянецька  8-А  
24163,Київ ДНЗ №250,Київ ал. в.Декабристів 6-а  ,м.Київ Дарницький ал. в.Декабристів  6-а  ,Дарницький ал. в.Декабристів  6-а  
24164,Київ ДНЗ №256,Київ вул. Заслонова 10  ,м.Київ Дарницький вул. Заслонова  10  ,Дарницький вул. Заслонова  10  
24165,Київ ДНЗ №275,Київ вул. Ялтинська 10/14  ,м.Київ Дарницький вул. Ялтинська  10/14  ,Дарницький вул. Ялтинська  10/14  
24166,Київ ДНЗ №290,Київ вул. Ревуцького 19-а  ,м.Київ Дарницький вул. Ревуцького  19-а  ,Дарницький вул. Ревуцького  19-а  
